"TOA5","73410","CR1000X","73410","CR1000X.8.4.0","CPU:Romeral_10032026.CR1X","36289","Romeral"
"TIMESTAMP","RECORD","Batt_volt_Min","BatterySOC","PTemp","VWC_1_158cm","VWC_2_518cm","VWC_3_878cm","VWC_4_1239cm","VWC_5_1599cm","VWC_6_1960cm","VWC_7_2320cm","VWC_8_2681cm","PT_1_203cm","PT_2_563cm","PT_3_923cm","PT_4_1284cm","PT_5_1644cm","PT_6_2005cm","PT_7_2365cm","PT_8_2726cm","TEMP_1_158cm","TEMP_2_518cm","TEMP_3_878cm","TEMP_4_1239cm","TEMP_5_1599cm","TEMP_6_1960cm","TEMP_7_2320cm","TEMP_8_2681cm","DPT_1_244cm","DPT_2_604cm","DPT_3_964cm","DPT_4_1325cm","DPT_5_1685cm","DPT_6_2046cm","DPT_7_2406cm","DPT_8_2767cm","APT_EX","APT_2_604cm","APT_3_964cm","APT_4_1325cm","APT_5_1685cm","APT_6_2046cm","APT_7_2406cm","APT_8_2767cm"
"TS","RN","Volts","%","Deg C","%","%","%","%","%","%","%","%","mBar","mBar","mBar","mBar","mBar","mBar","mBar","mBar","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm"
"","","Min","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-05-12 10:30:00",5946,12.73,0.69,14.43,5,27.75,36.45,34.12,43,44.14,46.63,32.83,972,951,964,869,910,893,911,906,23.3,23.4,23.2,23.4,23.5,23.5,23.4,23.2,0.3,-4.6,-5,-5.7,-7.2,-10.8,-8.1,0.2,953,-4.13,-4.708,-5.442,-7.314,-7.476,-2.069,5.339
"2026-05-12 10:45:00",5947,12.9,0.74,14.59,5,27.4,36.89,34.53,43,44.14,47.38,32.83,972,952,965,869,910,893,911,906,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.3,-4.5,-4.9,-5.6,-7.2,-10.8,-8,0.2,953,-4.137,-4.683,-5.451,-7.255,-7.472,-2.07,5.288
"2026-05-12 11:00:00",5948,13.13,0.83,14.81,5,27.75,37.34,34.53,42.54,44.14,47.38,32.83,973,952,965,869,911,893,912,906,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.3,-4.6,-5,-5.7,-7.3,-10.9,-8.1,0.2,954,-4.223,-4.843,-5.602,-7.405,-7.657,-2.268,5.183
"2026-05-12 11:15:00",5949,13.36,0.92,15.08,5,27.05,37.34,34.12,43,44.14,47,32.44,974,952,965,870,911,893,912,906,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.3,-4.7,-5.1,-5.8,-7.3,-10.9,-8.2,0.2,954,-4.275,-4.939,-5.689,-7.467,-7.648,-2.331,5.213
"2026-05-12 11:30:00",5950,13.56,0.98,15.44,5,27.4,36.45,34.12,43.46,44.14,47.38,33.22,974,952,965,870,911,893,912,907,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-4.6,-5,-5.7,-7.2,-10.8,-8.1,0.2,954,-4.15,-4.823,-5.5,-7.289,-7.522,-2.154,5.248
"2026-05-12 11:45:00",5951,13.97,1,15.97,5,27.75,36.89,34.53,43.46,44.14,47.38,32.83,976,953,965,871,911,894,913,907,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-4.4,-4.8,-5.5,-7,-10.7,-7.9,0.2,954,-3.973,-4.618,-5.411,-7.281,-7.456,-2.094,5.144
"2026-05-12 12:00:00",5952,13.98,1,17.37,5,27.4,36.89,34.53,43,44.14,47.38,33.22,977,953,964,871,911,894,913,907,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-4.4,-4.8,-5.5,-7,-10.7,-7.9,0.2,954,-4.047,-4.642,-5.439,-7.211,-7.502,-2.127,5.116
"2026-05-12 12:15:00",5953,13.96,1,18.88,5,27.05,36.45,34.12,43.46,44.14,47.38,32.83,979,954,962,871,911,895,913,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-4.4,-4.8,-5.5,-7,-10.7,-7.9,0.2,954,-4.084,-4.741,-5.512,-7.272,-7.54,-2.133,5.079
"2026-05-12 12:30:00",5954,13.97,1,20.23,5,27.4,36.45,34.53,43.46,43.69,46.63,32.44,980,954,961,872,911,895,913,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-4.3,-4.7,-5.4,-6.9,-10.6,-7.8,0.2,954,-4.12,-4.817,-5.528,-7.333,-7.563,-2.172,4.947
"2026-05-12 12:45:00",5955,13.98,1,21.24,5,27.4,37.34,34.12,43.46,44.14,47.76,32.83,981,955,961,872,910,895,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-4.1,-4.6,-5.3,-6.8,-10.4,-7.7,0.2,954,-3.898,-4.587,-5.364,-7.164,-7.437,-2.081,4.9
"2026-05-12 13:00:00",5956,13.98,1,21.96,5,27.75,36.89,34.12,43,43.69,47,33.22,982,956,960,872,910,895,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-4.1,-4.5,-5.2,-6.7,-10.4,-7.6,0.2,954,-3.916,-4.58,-5.3,-7.203,-7.429,-2.044,4.932
"2026-05-12 13:15:00",5957,13.98,1,22.43,5,27.05,37.34,34.53,43.46,44.14,47.38,32.83,983,957,960,872,910,895,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-4,-4.4,-5.1,-6.7,-10.3,-7.6,0.2,954,-3.899,-4.577,-5.3,-7.117,-7.378,-1.997,4.854
"2026-05-12 13:30:00",5958,13.98,1,22.74,5,27.4,36.89,34.12,43.46,44.59,47,33.22,985,958,960,872,910,895,914,908,23.3,23.4,23.2,23.4,23.5,23.5,23.4,23.2,0.4,-3.8,-4.3,-5,-6.5,-10.1,-7.4,0.2,954,-3.7,-4.401,-5.157,-6.99,-7.224,-1.826,4.82
"2026-05-12 13:45:00",5959,13.57,0.99,23.03,5,27.75,37.34,34.12,43,44.14,47,32.83,985,958,960,871,909,894,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-3.5,-3.9,-4.6,-6.1,-9.8,-7.1,0.2,953,-3.448,-4.125,-4.845,-6.647,-6.831,-1.546,4.806
"2026-05-12 14:00:00",5960,13.58,0.99,23.26,5,27.05,36.89,34.12,43.46,44.59,47,33.22,986,958,961,871,909,894,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-3.3,-3.8,-4.5,-6,-9.6,-6.9,0.1,953,-3.274,-3.956,-4.664,-6.486,-6.708,-1.366,4.756
"2026-05-12 14:15:00",5961,13.58,0.99,23.32,5,27.05,37.34,34.53,43,44.59,47.76,32.44,987,959,961,871,909,893,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-3.2,-3.6,-4.3,-5.8,-9.5,-6.8,0.2,953,-3.142,-3.809,-4.574,-6.381,-6.637,-1.281,4.843
"2026-05-12 14:30:00",5962,13.58,0.99,23.35,5,27.4,37.34,34.53,43.46,44.14,47.38,33.22,989,959,962,871,909,893,914,908,23.3,23.4,23.2,23.4,23.5,23.5,23.4,23.2,0.5,-2.9,-3.4,-4.1,-5.6,-9.3,-6.6,0.2,953,-2.898,-3.587,-4.244,-6.11,-6.359,-1.032,4.866
"2026-05-12 14:45:00",5963,13.58,0.99,23.4,5,27.05,36.89,34.12,43.46,44.14,47.38,33.22,990,960,963,871,909,893,914,908,23.3,23.4,23.1,23.4,23.5,23.4,23.4,23.2,0.5,-2.6,-3,-3.7,-5.3,-8.9,-6.2,0.2,953,-2.565,-3.236,-3.922,-5.745,-5.999,-0.666,4.816
"2026-05-12 15:00:00",5964,13.58,0.99,23.51,5,27.4,36.45,34.12,43.46,44.59,47.38,33.22,992,961,965,871,909,893,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-2.2,-2.7,-3.4,-4.9,-8.5,-5.9,0.2,952,-2.185,-2.88,-3.585,-5.42,-5.677,-0.353,4.683
"2026-05-12 15:15:00",5965,13.57,0.99,23.71,5,27.05,36.89,33.71,43.46,44.14,46.63,33.22,994,962,966,871,909,893,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-2,-2.5,-3.2,-4.7,-8.4,-5.7,0.2,952,-2.133,-2.807,-3.531,-5.368,-5.59,-0.185,4.663
"2026-05-12 15:30:00",5966,13.57,0.99,23.89,5,27.05,37.34,34.12,43.46,44.14,47.38,33.22,994,963,967,871,909,893,914,908,23.3,23.4,23.2,23.4,23.6,23.5,23.4,23.2,0.5,-1.9,-2.3,-3,-4.5,-8.2,-5.5,0.2,952,-1.985,-2.676,-3.359,-5.253,-5.49,-0.184,4.647
"2026-05-12 15:45:00",5967,13.56,0.99,24.01,5,27.75,36.45,34.53,43.46,44.14,47.38,32.83,995,964,968,871,909,893,915,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.6,-2.1,-2.8,-4.3,-8,-5.3,0.2,952,-1.766,-2.505,-3.186,-5.022,-5.276,0.056,4.584
"2026-05-12 16:00:00",5968,13.58,0.99,24.18,5,27.4,37.34,34.53,43.46,44.14,47.38,32.44,996,965,968,871,909,893,915,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.5,-2,-2.7,-4.2,-7.9,-5.2,0.2,952,-1.675,-2.358,-3.074,-4.902,-5.176,0.144,4.538
"2026-05-12 16:15:00",5969,13.58,1,24.35,5,27.4,36.89,34.12,43,44.14,46.63,32.44,997,965,968,871,909,893,915,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.4,-1.9,-2.6,-4.1,-7.8,-5.1,0.2,952,-1.602,-2.316,-2.98,-4.817,-5.077,0.205,4.561
"2026-05-12 16:30:00",5970,13.58,1,24.43,5,27.05,36.89,34.12,43.46,44.14,47,32.83,997,966,968,871,909,893,915,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.3,-1.8,-2.4,-4,-7.6,-5,0.2,952,-1.411,-2.177,-2.878,-4.648,-4.922,0.398,4.578
"2026-05-12 16:45:00",5971,13.58,0.99,24.45,5,27.05,37.34,34.12,43.46,44.59,47,32.83,998,966,969,871,909,893,915,908,23.3,23.4,23.1,23.4,23.5,23.4,23.4,23.2,0.5,-1.2,-1.7,-2.3,-3.8,-7.5,-4.9,0.2,951,-1.24,-2,-2.672,-4.494,-4.862,0.45,4.6
"2026-05-12 17:00:00",5972,13.57,0.99,24.33,5,27.4,37.34,34.12,43.46,44.14,47.76,33.22,998,966,970,871,909,893,915,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.3,-1.9,-2.5,-4,-7.7,-5.1,0.1,952,-1.538,-2.294,-2.942,-4.786,-5.03,0.31,4.497
"2026-05-12 17:15:00",5973,13.56,0.99,24.08,5,27.4,36.89,34.53,43.46,44.14,47.76,33.22,997,966,970,871,909,893,915,909,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.3,-1.8,-2.5,-4,-7.7,-5,0.2,952,-1.449,-2.182,-2.86,-4.727,-5.004,0.329,4.59
"2026-05-12 17:30:00",5974,13.57,0.99,23.78,5,27.4,37.34,34.12,43.46,44.14,47,32.83,996,966,970,871,909,894,915,909,23.3,23.4,23.1,23.4,23.5,23.4,23.4,23.2,0.5,-1.5,-2,-2.7,-4.2,-7.9,-5.2,0.2,952,-1.581,-2.304,-3.015,-4.803,-5.145,0.188,4.571
"2026-05-12 17:45:00",5975,13.59,0.99,23.33,5,27.05,36.45,34.12,43.46,44.14,47.38,33.22,995,966,971,872,909,894,915,909,23.3,23.4,23.2,23.4,23.5,23.5,23.4,23.2,0.5,-1.4,-1.9,-2.6,-4.1,-7.8,-5.2,0.2,952,-1.517,-2.262,-2.916,-4.824,-5.064,0.26,4.619
"2026-05-12 18:00:00",5976,13.58,0.99,22.78,5,27.4,36.89,34.53,43.46,43.69,47,32.44,994,966,971,872,910,895,915,910,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.5,-2,-2.7,-4.2,-7.9,-5.2,0.2,952,-1.542,-2.272,-2.997,-4.789,-5.083,0.234,4.644
"2026-05-12 18:15:00",5977,13.21,0.86,22,5,27.05,36.89,34.12,43.46,44.59,47.38,32.44,990,965,971,872,910,895,914,909,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.4,-1.9,-2.6,-4.1,-7.8,-5.2,0.2,951,-1.432,-2.169,-2.868,-4.686,-4.957,0.352,4.74
"2026-05-12 18:30:00",5978,13.12,0.82,20.97,5,27.4,36.89,34.53,43.46,44.14,47,32.83,987,963,972,872,910,895,914,909,23.3,23.4,23.2,23.4,23.5,23.5,23.4,23.2,0.5,-1.3,-1.9,-2.5,-4,-7.7,-5.1,0.2,951,-1.231,-2.006,-2.611,-4.418,-4.709,0.586,4.887
"2026-05-12 18:45:00",5979,13.05,0.8,19.96,5,27.75,36.89,34.53,43.46,43.69,47,33.22,984,961,973,872,911,896,914,909,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-1.6,-2.1,-2.8,-4.3,-8,-5.3,0.2,951,-1.461,-2.195,-2.889,-4.72,-4.984,0.322,4.92
"2026-05-12 19:00:00",5980,13.01,0.78,19.06,5,27.4,37.34,34.12,43.93,44.14,47,33.22,982,959,973,872,911,896,914,909,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-2,-2.5,-3.1,-4.7,-8.4,-5.7,0.2,952,-1.825,-2.551,-3.261,-5.053,-5.42,-0.107,4.866
"2026-05-12 19:15:00",5981,12.98,0.78,18.33,5,27.75,36.89,34.12,43,44.14,47.38,33.22,980,958,974,872,911,895,914,909,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-2.2,-2.7,-3.3,-4.9,-8.6,-5.9,0.2,952,-1.923,-2.612,-3.317,-5.127,-5.453,-0.09,4.985
"2026-05-12 19:30:00",5982,12.98,0.77,17.75,5,27.05,36.89,34.12,43.46,44.14,47.38,32.44,979,957,973,872,912,895,914,909,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-2.3,-2.8,-3.5,-5,-8.7,-6,0.2,952,-1.941,-2.766,-3.446,-5.276,-5.628,-0.309,5.015
"2026-05-12 19:45:00",5983,12.95,0.77,17.28,5,27.4,37.34,34.12,43.46,44.59,47.76,33.22,978,956,972,872,912,895,914,909,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-2.4,-2.9,-3.6,-5.1,-8.8,-6.1,0.2,952,-2.101,-2.806,-3.486,-5.326,-5.647,-0.435,5.079
"2026-05-12 20:00:00",5984,12.95,0.77,16.89,5,27.4,36.89,33.71,43.46,44.14,47.76,33.22,978,955,971,872,912,895,914,909,23.3,23.4,23.2,23.4,23.5,23.5,23.4,23.2,0.4,-2.4,-2.9,-3.6,-5.1,-8.8,-6.1,0.2,952,-2.114,-2.882,-3.531,-5.334,-5.654,-0.369,5.015
"2026-05-12 20:15:00",5985,12.93,0.77,16.56,5,27.75,36.45,34.53,43.46,43.69,47.76,32.83,977,955,971,872,912,895,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-2.3,-2.8,-3.5,-5,-8.7,-6,0.2,952,-1.958,-2.685,-3.394,-5.184,-5.456,-0.124,5.128
"2026-05-12 20:30:00",5986,12.91,0.77,16.28,5,27.4,37.34,34.12,43.46,44.14,47.38,32.83,977,954,970,872,912,895,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-2.2,-2.7,-3.3,-4.9,-8.6,-5.9,0.2,952,-1.82,-2.579,-3.247,-5.049,-5.375,-0.069,5.121
"2026-05-12 20:45:00",5987,12.92,0.76,16.05,5,27.75,37.34,34.12,43.46,44.14,46.63,33.22,976,954,970,872,912,895,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-2.1,-2.6,-3.3,-4.8,-8.5,-5.9,0.2,951,-1.752,-2.514,-3.183,-5.03,-5.362,-0.001,5.12
"2026-05-12 21:00:00",5988,12.9,0.75,15.87,5,27.75,36.89,34.53,43.46,43.69,47.38,32.83,976,953,969,872,912,895,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-2,-2.6,-3.2,-4.7,-8.5,-5.8,0.2,951,-1.687,-2.413,-3.113,-4.973,-5.297,0.051,5.048
"2026-05-12 21:15:00",5989,12.89,0.75,15.7,5,27.4,37.34,34.53,43.93,44.14,46.63,33.22,976,953,969,872,912,895,914,908,23.3,23.4,23.2,23.4,23.5,23.5,23.4,23.2,0.4,-2.1,-2.6,-3.3,-4.8,-8.5,-5.8,0.2,951,-1.635,-2.323,-3.056,-4.897,-5.241,0.083,5.159
"2026-05-12 21:30:00",5990,12.88,0.75,15.55,5,27.05,36.89,34.53,43.46,44.14,47.38,32.83,975,953,968,872,912,895,914,908,23.3,23.4,23.1,23.4,23.5,23.4,23.4,23.2,0.4,-2,-2.5,-3.2,-4.7,-8.4,-5.8,0.2,951,-1.614,-2.407,-3.067,-4.901,-5.184,0.192,5.172
"2026-05-12 21:45:00",5991,12.88,0.74,15.41,5,27.05,37.34,34.12,43,44.59,47.38,32.83,975,953,968,872,912,895,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.8,-2.4,-3,-4.5,-8.3,-5.6,0.2,951,-1.417,-2.098,-2.769,-4.655,-4.938,0.346,5.227
"2026-05-12 22:00:00",5992,12.88,0.74,15.29,5,27.75,37.34,34.12,43.46,44.14,46.63,33.62,975,953,968,872,912,895,913,908,23.3,23.4,23.2,23.4,23.5,23.5,23.4,23.2,0.5,-1.7,-2.2,-2.9,-4.4,-8.1,-5.5,0.2,951,-1.374,-2.081,-2.748,-4.607,-4.882,0.46,5.14
"2026-05-12 22:15:00",5993,12.88,0.74,15.19,5,27.05,36.89,34.12,43,44.14,47.38,32.83,975,952,968,872,912,895,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.6,-2.1,-2.8,-4.3,-8,-5.4,0.2,951,-1.154,-1.952,-2.619,-4.381,-4.706,0.622,5.163
"2026-05-12 22:30:00",5994,12.87,0.74,15.11,5,27.4,37.34,34.12,43.46,44.59,47,33.22,975,952,967,872,912,895,913,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.5,-2,-2.7,-4.2,-7.9,-5.3,0.2,951,-1.105,-1.829,-2.524,-4.352,-4.703,0.602,5.143
"2026-05-12 22:45:00",5995,12.86,0.74,15.05,5,27.05,37.34,34.12,43.46,44.14,47.38,32.44,974,952,967,872,912,895,914,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.6,-2.1,-2.8,-4.3,-8,-5.4,0.2,951,-1.088,-1.889,-2.552,-4.382,-4.739,0.646,5.203
"2026-05-12 23:00:00",5996,12.83,0.74,14.98,5,27.4,36.89,34.12,43,44.59,47.38,33.22,974,952,967,872,912,895,913,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.4,-2,-2.6,-4.1,-7.9,-5.2,0.2,951,-0.949,-1.66,-2.306,-4.164,-4.568,0.785,5.236
"2026-05-12 23:15:00",5997,12.85,0.73,14.92,5,27.05,37.34,34.12,43.93,44.14,47,33.22,974,952,967,872,912,895,913,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.3,-1.9,-2.5,-4,-7.8,-5.1,0.2,951,-0.882,-1.654,-2.386,-4.188,-4.477,0.876,5.258
"2026-05-12 23:30:00",5998,12.85,0.73,14.88,5,27.05,36.45,34.12,43,44.14,47.38,32.83,974,952,967,872,912,895,913,908,23.3,23.4,23.2,23.4,23.5,23.5,23.4,23.2,0.5,-1.3,-1.9,-2.5,-4,-7.8,-5.1,0.2,950,-0.859,-1.621,-2.308,-4.097,-4.443,0.933,5.282
"2026-05-12 23:45:00",5999,12.84,0.73,14.83,5,27.4,37.34,34.12,43.46,43.69,47.38,33.22,974,952,966,872,912,895,913,908,23.3,23.4,23.1,23.4,23.5,23.4,23.4,23.2,0.5,-1.3,-1.9,-2.5,-4.1,-7.8,-5.2,0.2,951,-0.878,-1.696,-2.33,-4.183,-4.526,0.841,5.217
"2026-05-13 00:00:00",6000,12.83,0.73,14.78,5,27.4,37.34,34.53,43.46,44.14,47.38,32.83,974,952,966,872,912,895,913,908,23.3,23.3,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1.2,-1.8,-2.4,-3.9,-7.7,-5,0.2,950,-0.789,-1.518,-2.28,-4.046,-4.393,1.013,5.198
"2026-05-13 00:15:00",6001,12.83,0.72,14.72,5,27.05,36.89,34.12,43.46,44.14,46.63,33.62,974,952,966,872,912,895,913,908,23.3,23.4,23.2,23.4,23.5,23.5,23.4,23.2,0.5,-1,-1.6,-2.2,-3.8,-7.5,-4.9,0.2,950,-0.548,-1.297,-1.946,-3.697,-4.097,1.197,5.261
"2026-05-13 00:30:00",6002,12.82,0.72,14.64,5,27.75,36.89,34.12,42.54,44.14,46.63,33.22,974,952,966,872,912,895,913,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-0.9,-1.4,-2.1,-3.6,-7.4,-4.7,0.2,950,-0.489,-1.214,-1.834,-3.687,-4.062,1.301,5.235
"2026-05-13 00:45:00",6003,12.8,0.73,14.49,5,27.75,36.89,34.12,43.46,44.59,47,33.22,973,952,965,872,912,895,913,908,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-0.9,-1.5,-2.1,-3.6,-7.4,-4.7,0.2,950,-0.398,-1.177,-1.819,-3.633,-4.025,1.288,5.235
"2026-05-13 01:00:00",6004,12.81,0.72,14.21,5,27.4,36.45,34.12,43,44.14,46.63,32.83,973,951,965,872,913,895,913,907,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-0.9,-1.4,-2.1,-3.6,-7.4,-4.7,0.2,950,-0.302,-1.032,-1.696,-3.532,-3.87,1.391,5.268
"2026-05-13 01:15:00",6005,12.79,0.71,13.88,5,27.05,37.34,34.12,43.46,43.69,47,32.44,972,951,965,872,912,895,913,907,23.3,23.4,23.2,23.4,23.5,23.5,23.4,23.2,0.5,-0.9,-1.4,-2.1,-3.6,-7.4,-4.7,0.2,950,-0.367,-1.169,-1.755,-3.557,-3.907,1.406,5.305
"2026-05-13 01:30:00",6006,12.75,0.7,13.59,5,27.4,37.34,34.12,43,44.14,47.76,32.83,967,946,960,867,908,890,909,903,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-1.1,-1.7,-2.3,-3.8,-7.6,-4.9,0.2,950,-0.55,-1.309,-2.013,-3.832,-4.204,1.042,5.22
"2026-05-13 01:45:00",6007,12.74,0.7,13.41,5,27.75,36.89,34.12,43,44.59,47.38,33.22,967,946,960,866,908,890,909,903,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-1.2,-1.8,-2.4,-3.9,-7.7,-5,0.2,950,-0.675,-1.353,-2.073,-3.819,-4.254,1.058,5.22
"2026-05-13 02:00:00",6008,12.74,0.7,13.4,5,27.75,37.34,34.12,43.93,44.14,47.38,32.83,967,946,960,867,908,890,909,902,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-1.3,-1.9,-2.6,-4.1,-7.8,-5.2,0.2,950,-0.81,-1.589,-2.307,-4.091,-4.414,0.871,5.237
"2026-05-13 02:15:00",6009,12.74,0.7,13.45,5,27.75,37.78,34.53,43.46,44.59,47.38,32.44,967,946,960,867,908,890,909,902,23.3,23.4,23.2,23.4,23.5,23.5,23.4,23.2,0.4,-1.3,-1.8,-2.5,-4,-7.8,-5.1,0.2,950,-0.669,-1.529,-2.201,-4.039,-4.41,0.997,5.33
"2026-05-13 02:30:00",6010,12.73,0.7,13.5,5,27.4,37.34,34.12,43.46,44.14,47,32.83,967,946,960,866,908,890,909,902,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-1,-1.6,-2.3,-3.8,-7.5,-4.9,0.2,950,-0.542,-1.328,-1.932,-3.734,-4.055,1.214,5.294
"2026-05-13 02:45:00",6011,12.73,0.7,13.56,5,27.4,36.89,34.53,43.46,44.14,47.38,33.22,967,946,960,867,908,890,909,902,23.3,23.4,23.2,23.4,23.5,23.5,23.4,23.2,0.5,-0.8,-1.4,-2,-3.5,-7.3,-4.6,0.2,950,-0.177,-1.016,-1.626,-3.504,-3.803,1.462,5.252
"2026-05-13 03:00:00",6012,12.72,0.7,13.61,5,27.4,37.34,34.12,43.46,44.14,47.38,33.22,967,946,960,867,908,890,909,902,23.3,23.4,23.1,23.4,23.5,23.5,23.4,23.2,0.5,-0.5,-1.1,-1.7,-3.2,-7,-4.4,0.2,950,0.046,-0.77,-1.405,-3.215,-3.549,1.689,5.293
"2026-05-13 03:15:00",6013,12.71,0.7,13.61,5,27.05,37.34,34.53,43.46,44.59,47,32.83,967,946,960,867,908,890,909,902,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-0.5,-1.1,-1.8,-3.3,-7.1,-4.4,0.2,950,-0.024,-0.797,-1.448,-3.257,-3.646,1.685,5.329
"2026-05-13 03:30:00",6014,12.71,0.69,13.59,5,27.05,36.45,34.12,43.46,44.14,47.76,33.22,967,946,960,867,908,890,909,902,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-0.5,-1.1,-1.7,-3.2,-7,-4.4,0.2,950,0.056,-0.69,-1.31,-3.213,-3.634,1.738,5.354
"2026-05-13 03:45:00",6015,12.71,0.69,13.58,5,27.05,36.45,34.53,43,44.14,47.38,32.44,967,946,960,867,908,890,909,902,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-0.3,-0.9,-1.5,-3.1,-6.9,-4.2,0.2,949,0.281,-0.507,-1.15,-2.944,-3.387,1.936,5.279
"2026-05-13 04:00:00",6016,12.7,0.69,13.55,5,27.4,36.89,34.12,43,44.14,47,33.22,967,946,960,867,908,890,909,902,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-0.2,-0.8,-1.4,-2.9,-6.7,-4.1,0.2,949,0.397,-0.399,-1.073,-2.929,-3.266,2.083,5.332
"2026-05-13 04:15:00",6017,12.7,0.69,13.51,5,27.05,36.45,34.53,43.46,45.04,47.38,33.22,966,945,959,867,908,890,909,902,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.5,-0.4,-1,-1.6,-3.1,-6.9,-4.2,0.2,950,0.15,-0.627,-1.25,-3.069,-3.416,1.902,5.317
"2026-05-13 04:30:00",6018,12.68,0.68,13.47,5,27.75,37.34,34.12,43.46,44.14,47.76,32.83,966,945,959,866,908,890,909,902,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-0.6,-1.2,-1.8,-3.3,-7.1,-4.5,0.2,950,-0.085,-0.787,-1.425,-3.327,-3.715,1.598,5.307
"2026-05-13 04:45:00",6019,12.68,0.68,13.48,5,27.75,36.89,34.12,43.46,44.14,47,33.22,966,945,959,866,908,890,909,902,23.3,23.4,23.2,23.4,23.5,23.4,23.4,23.2,0.4,-0.7,-1.3,-1.9,-3.4,-7.2,-4.6,0.2,950,-0.068,-0.838,-1.535,-3.328,-3.736,1.582,5.327
